FileName: \\Mac\Home\Documents\R\R_repositories\Mada-Bat-CoV\Fig4\SimPlot\AlignAllNobecoMinusInsertion.fasta
Window: 200 bp, Step: 20 bp, GapStrip: On, Reps: 100, Kimura (2-parameter), T/t: 2.0, Neighbor-Joining
This output generated using SimPlot v3.5.1 - software Copyright © 1997-2003 Stuart C. Ray - JHU

"Status","Group","Members"
"Ref","HKU9","NC_009021_1_HKU9_Rousettus_leschenaulti_China","HM211099_1_HKU_9_5_1_Rousettus_leschenaulti_China","HM211098_1_HKU_9_5_1_Rhinolphus_sinicus_China","MG762674_1_HKU9_Rousettus_sp_China","MG693170_1_Eidolon_helvum_Cameroon","EF065514_1_HKU_9_2_Rousettus_leschenaulti_China","HM211100_1_HKU_9_10_1_Rousettus_leschenaulti_China","EF065515_1_HKU_9_3_Rousettus_leschenaulti_China","EF065516_1_HKU_9_4_Rousettus_leschenaulti_China"
"Ref","Eidolon_helvum","NC_048212_1_Eidolon_helvum_Cameroon","MG693172_1_Eidolon_helvum_Cameroon","MG693171_1_Eidolon_helvum_Cameroon","MG693169_1_Eidolon_helvum_Cameroon"
"Query","Rousettus_madagascariensis"
"Ref","Pteropus_rufus","Pteropus_rufus_RR034B_010_fecRa_AMB130_new"


"CenterPos","HKU9","Eidolon_helvum","Pteropus_rufus"
"1380","0","100","0"
"1400","0","100","0"
"1420","0","100","0"
"1440","8","91","1"
"1460","0","100","0"
"1480","0","100","0"
"1500","0","100","0"
"1520","0","99","1"
"1540","0","100","0"
"1560","0","100","0"
"1580","1","97","2"
"1600","0","100","0"
"1620","0","100","0"
"1640","0","100","0"
"1660","0","100","0"
"1680","0","99","1"
"1700","0","100","0"
"1720","0","100","0"
"1740","0","100","0"
"1760","0","100","0"
"1780","0","100","0"
"1800","0","100","0"
"1820","0","100","0"
"1840","0","100","0"
"1860","0","100","0"
"1880","0","100","0"
"1900","0","100","0"
"1920","0","100","0"
"1940","0","100","0"
"1960","0","100","0"
"1980","0","100","0"
"2000","0","99","1"
"2020","0","100","0"
"2040","0","100","0"
"2060","2","96","2"
"2080","0","100","0"
"2100","1","98","1"
"2120","2","98","0"
"2140","0","100","0"
"2160","1","98","1"
"2180","5","93","2"
"2200","1","99","0"
"2220","2","98","0"
"2240","0","100","0"
"2260","1","99","0"
"2280","2","92","6"
"2300","0","100","0"
"2320","0","100","0"
"2340","0","94","6"
"2360","0","95","5"
"2380","0","98","2"
"2400","0","86","14"
"2420","0","99","1"
"2440","0","97","3"
"2460","0","99","1"
"2480","0","100","0"
"2500","0","100","0"
"2520","0","100","0"
"2540","0","100","0"
"2560","0","100","0"
"2580","0","100","0"
"2600","0","100","0"
"2620","0","100","0"
"2640","0","100","0"
"2660","0","100","0"
"2680","0","100","0"
"2700","0","100","0"
"2720","0","100","0"
"2740","0","100","0"
"2760","0","100","0"
"2780","0","100","0"
"2800","0","100","0"
"2820","0","100","0"
"2840","1","99","0"
"2860","2","98","0"
"2880","2","98","0"
"2900","2","96","2"
"2920","3","97","0"
"2940","3","97","0"
"2960","3","97","0"
"2980","1","98","1"
"3000","0","100","0"
"3020","0","100","0"
"3040","1","99","0"
"3060","0","100","0"
"3080","1","97","2"
"3100","1","96","3"
"3120","4","89","7"
"3140","0","99","1"
"3160","0","100","0"
"3180","0","100","0"
"3200","0","100","0"
"3220","0","100","0"
"3240","0","100","0"
"3260","0","100","0"
"3280","0","100","0"
"3300","0","100","0"
"3320","0","100","0"
"3340","0","100","0"
"3360","0","100","0"
"3380","0","100","0"
"3400","0","100","0"
"3420","0","100","0"
"3440","0","100","0"
"3460","0","99","1"
"3480","0","99","1"
"3500","0","100","0"
"3520","1","99","0"
"3540","1","98","1"
"3560","0","98","2"
"3580","0","99","1"
"3600","0","97","3"
"3620","0","98","2"
"3640","0","96","4"
"3660","0","95","5"
"3680","1","92","7"
"3700","0","96","4"
"3720","0","99","1"
"3740","0","100","0"
"3760","0","100","0"
"3780","0","100","0"
"3800","0","100","0"
"3820","0","100","0"
"3840","0","100","0"
"3860","0","100","0"
"3880","0","100","0"
"3900","7","89","4"
"3920","30","67","3"
"3940","27","53","20"
"3960","29","54","17"
"3980","13","82","5"
"4000","16","74","10"
"4020","9","86","5"
"4040","12","84","4"
"4060","1","98","1"
"4080","0","100","0"
"4100","0","100","0"
"4120","0","100","0"
"4140","0","100","0"
"4160","0","100","0"
"4180","0","100","0"
"4200","0","100","0"
"4220","0","100","0"
"4240","0","100","0"
"4260","0","100","0"
"4280","0","100","0"
"4300","0","100","0"
"4320","0","100","0"
"4340","0","100","0"
"4360","0","100","0"
"4380","0","100","0"
"4400","0","100","0"
"4420","0","100","0"
"4440","0","100","0"
"4460","0","100","0"
"4480","0","100","0"
"4500","1","99","0"
"4520","0","99","1"
"4540","0","100","0"
"4560","0","100","0"
"4580","0","100","0"
"4600","0","100","0"
"4620","0","100","0"
"4640","1","99","0"
"4660","0","100","0"
"4680","0","100","0"
"4700","0","100","0"
"4720","0","100","0"
"4740","0","100","0"
"4760","0","100","0"
"4780","0","100","0"
"4800","0","100","0"
"4820","0","100","0"
"4840","0","100","0"
"4860","0","100","0"
"4880","0","100","0"
"4900","0","100","0"
"4920","1","99","0"
"4940","0","100","0"
"4960","0","98","2"
"4980","5","95","0"
"5000","5","95","0"
"5020","1","99","0"
"5040","0","100","0"
"5060","4","94","2"
"5080","7","93","0"
"5100","1","99","0"
"5120","0","100","0"
"5140","0","100","0"
"5160","0","100","0"
"5180","0","100","0"
"5200","0","100","0"
"5220","1","99","0"
"5240","0","100","0"
"5260","0","100","0"
"5280","0","100","0"
"5300","0","100","0"
"5320","0","100","0"
"5340","0","100","0"
"5360","3","97","0"
"5380","0","100","0"
"5400","0","100","0"
"5420","1","98","1"
"5440","1","99","0"
"5460","2","96","2"
"5480","0","100","0"
"5500","0","100","0"
"5520","0","100","0"
"5540","0","100","0"
"5560","0","100","0"
"5580","0","100","0"
"5600","0","100","0"
"5620","0","100","0"
"5640","0","100","0"
"5660","0","100","0"
"5680","0","100","0"
"5700","0","100","0"
"5720","0","100","0"
"5740","0","100","0"
"5760","0","100","0"
"5780","0","100","0"
"5800","0","100","0"
"5820","0","100","0"
"5840","0","100","0"
"5860","0","100","0"
"5880","0","100","0"
"5900","0","100","0"
"5920","0","100","0"
"5940","0","100","0"
"5960","0","100","0"
"5980","0","100","0"
"6000","0","100","0"
"6020","0","100","0"
"6040","0","100","0"
"6060","0","100","0"
"6080","4","94","2"
"6100","1","97","2"
"6120","0","100","0"
"6140","0","98","2"
"6160","0","98","2"
"6180","0","100","0"
"6200","0","100","0"
"6220","0","100","0"
"6240","0","100","0"
"6260","0","100","0"
"6280","0","100","0"
"6300","0","100","0"
"6320","0","100","0"
"6340","0","100","0"
"6360","0","100","0"
"6380","0","100","0"
"6400","0","100","0"
"6420","0","100","0"
"6440","3","97","0"
"6460","2","98","0"
"6480","3","97","0"
"6500","6","94","0"
"6520","4","96","0"
"6540","9","91","0"
"6560","3","97","0"
"6580","1","99","0"
"6600","2","98","0"
"6620","2","98","0"
"6640","2","97","1"
"6660","3","94","3"
"6680","1","99","0"
"6700","3","97","0"
"6720","4","95","1"
"6740","4","96","0"
"6760","2","98","0"
"6780","8","90","2"
"6800","8","87","5"
"6820","6","85","9"
"6840","2","93","5"
"6860","1","99","0"
"6880","0","95","5"
"6900","0","94","6"
"6920","1","87","12"
"6940","0","93","7"
"6960","0","86","14"
"6980","0","94","6"
"7000","0","99","1"
"7020","1","99","0"
"7040","0","100","0"
"7060","0","100","0"
"7080","0","100","0"
"7100","0","100","0"
"7120","0","100","0"
"7140","0","100","0"
"7160","0","100","0"
"7180","0","100","0"
"7200","0","100","0"
"7220","0","100","0"
"7240","0","100","0"
"7260","0","100","0"
"7280","0","100","0"
"7300","0","100","0"
"7320","0","100","0"
"7340","0","100","0"
"7360","0","100","0"
"7380","0","100","0"
"7400","0","100","0"
"7420","0","100","0"
"7440","0","100","0"
"7460","0","100","0"
"7480","0","100","0"
"7500","0","100","0"
"7520","0","100","0"
"7540","0","100","0"
"7560","0","100","0"
"7580","0","100","0"
"7600","0","100","0"
"7620","0","100","0"
"7640","0","100","0"
"7660","0","100","0"
"7680","0","100","0"
"7700","0","100","0"
"7720","0","100","0"
"7740","0","100","0"
"7760","0","100","0"
"7780","0","100","0"
"7800","0","100","0"
"7820","0","100","0"
"7840","0","100","0"
"7860","0","100","0"
"7880","0","100","0"
"7900","0","100","0"
"7920","0","100","0"
"7940","0","100","0"
"7960","0","100","0"
"7980","0","100","0"
"8000","0","100","0"
"8020","0","100","0"
"8040","0","100","0"
"8060","0","100","0"
"8080","0","100","0"
"8100","0","100","0"
"8120","0","100","0"
"8140","0","100","0"
"8160","0","100","0"
"8180","0","100","0"
"8200","0","100","0"
"8220","0","100","0"
"8240","0","100","0"
"8260","0","100","0"
"8280","0","100","0"
"8300","0","100","0"
"8320","0","100","0"
"8340","0","100","0"
"8360","0","100","0"
"8380","0","97","3"
"8400","0","100","0"
"8420","0","100","0"
"8440","0","99","1"
"8460","0","100","0"
"8480","0","100","0"
"8500","0","100","0"
"8520","0","100","0"
"8540","0","100","0"
"8560","0","100","0"
"8580","0","100","0"
"8600","0","100","0"
"8620","0","100","0"
"8640","0","100","0"
"8660","0","100","0"
"8680","0","100","0"
"8700","0","100","0"
"8720","0","100","0"
"8740","0","100","0"
"8760","0","100","0"
"8780","0","100","0"
"8800","0","100","0"
"8820","0","100","0"
"8840","0","100","0"
"8860","0","100","0"
"8880","0","100","0"
"8900","0","100","0"
"8920","0","100","0"
"8940","0","100","0"
"8960","0","100","0"
"8980","0","100","0"
"9000","0","100","0"
"9020","0","100","0"
"9040","0","100","0"
"9060","0","100","0"
"9080","0","100","0"
"9100","0","100","0"
"9120","0","100","0"
"9140","0","100","0"
"9160","0","100","0"
"9180","0","100","0"
"9200","0","100","0"
"9220","0","100","0"
"9240","0","100","0"
"9260","0","100","0"
"9280","0","100","0"
"9300","0","100","0"
"9320","1","99","0"
"9340","0","100","0"
"9360","0","100","0"
"9380","0","100","0"
"9400","0","100","0"
"9420","0","100","0"
"9440","0","100","0"
"9460","0","100","0"
"9480","0","100","0"
"9500","0","100","0"
"9520","0","100","0"
"9540","0","100","0"
"9560","0","100","0"
"9580","0","100","0"
"9600","0","100","0"
"9620","0","100","0"
"9640","0","100","0"
"9660","0","100","0"
"9680","0","100","0"
"9700","0","100","0"
"9720","0","100","0"
"9740","0","100","0"
"9760","0","100","0"
"9780","0","100","0"
"9800","0","100","0"
"9820","0","100","0"
"9840","0","100","0"
"9860","0","100","0"
"9880","0","100","0"
"9900","0","100","0"
"9920","0","100","0"
"9940","0","100","0"
"9960","0","100","0"
"9980","0","100","0"
"10000","0","100","0"
"10020","0","100","0"
"10040","0","100","0"
"10060","0","100","0"
"10080","0","100","0"
"10100","0","100","0"
"10120","0","100","0"
"10140","0","100","0"
"10160","0","100","0"
"10180","0","100","0"
"10200","0","100","0"
"10220","0","100","0"
"10240","0","100","0"
"10260","0","100","0"
"10280","0","100","0"
"10300","0","100","0"
"10320","0","100","0"
"10340","0","100","0"
"10360","0","100","0"
"10380","0","100","0"
"10400","0","100","0"
"10420","0","100","0"
"10440","0","100","0"
"10460","0","100","0"
"10480","0","100","0"
"10500","0","100","0"
"10520","0","100","0"
"10540","0","100","0"
"10560","0","100","0"
"10580","0","100","0"
"10600","1","99","0"
"10620","0","100","0"
"10640","0","100","0"
"10660","0","100","0"
"10680","0","100","0"
"10700","0","100","0"
"10720","0","100","0"
"10740","0","100","0"
"10760","0","100","0"
"10780","0","100","0"
"10800","0","100","0"
"10820","0","100","0"
"10840","0","100","0"
"10860","0","100","0"
"10880","0","100","0"
"10900","0","100","0"
"10920","0","100","0"
"10940","0","100","0"
"10960","0","100","0"
"10980","0","100","0"
"11000","0","100","0"
"11020","0","100","0"
"11040","0","100","0"
"11060","0","100","0"
"11080","0","100","0"
"11100","0","100","0"
"11120","0","100","0"
"11140","0","100","0"
"11160","0","100","0"
"11180","0","100","0"
"11200","0","100","0"
"11220","0","100","0"
"11240","0","100","0"
"11260","0","100","0"
"11280","0","100","0"
"11300","0","100","0"
"11320","0","100","0"
"11340","0","100","0"
"11360","0","100","0"
"11380","0","100","0"
"11400","0","100","0"
"11420","0","100","0"
"11440","0","100","0"
"11460","0","100","0"
"11480","0","100","0"
"11500","0","100","0"
"11520","0","99","1"
"11540","0","100","0"
"11560","0","100","0"
"11580","0","100","0"
"11600","0","100","0"
"11620","0","100","0"
"11640","0","100","0"
"11660","0","100","0"
"11680","0","100","0"
"11700","0","100","0"
"11720","0","100","0"
"11740","0","100","0"
"11760","0","100","0"
"11780","0","100","0"
"11800","0","100","0"
"11820","0","100","0"
"11840","0","100","0"
"11860","0","100","0"
"11880","0","100","0"
"11900","0","100","0"
"11920","0","100","0"
"11940","0","100","0"
"11960","0","100","0"
"11980","0","100","0"
"12000","0","100","0"
"12020","1","99","0"
"12040","0","100","0"
"12060","0","100","0"
"12080","0","100","0"
"12100","0","100","0"
"12120","0","100","0"
"12140","0","100","0"
"12160","0","100","0"
"12180","0","100","0"
"12200","0","100","0"
"12220","0","100","0"
"12240","0","100","0"
"12260","0","100","0"
"12280","0","100","0"
"12300","0","100","0"
"12320","0","100","0"
"12340","0","100","0"
"12360","0","100","0"
"12380","0","100","0"
"12400","0","100","0"
"12420","0","100","0"
"12440","0","100","0"
"12460","0","100","0"
"12480","0","100","0"
"12500","0","100","0"
"12520","0","100","0"
"12540","0","100","0"
"12560","0","100","0"
"12580","0","100","0"
"12600","0","100","0"
"12620","0","100","0"
"12640","0","100","0"
"12660","0","100","0"
"12680","0","100","0"
"12700","0","100","0"
"12720","0","100","0"
"12740","0","100","0"
"12760","0","100","0"
"12780","0","100","0"
"12800","0","100","0"
"12820","0","100","0"
"12840","0","100","0"
"12860","0","100","0"
"12880","0","100","0"
"12900","0","100","0"
"12920","0","100","0"
"12940","0","100","0"
"12960","0","100","0"
"12980","0","100","0"
"13000","0","100","0"
"13020","0","100","0"
"13040","0","100","0"
"13060","0","100","0"
"13080","0","100","0"
"13100","0","100","0"
"13120","0","100","0"
"13140","0","100","0"
"13160","0","100","0"
"13180","0","100","0"
"13200","0","100","0"
"13220","0","100","0"
"13240","1","99","0"
"13260","2","97","1"
"13280","2","98","0"
"13300","10","90","0"
"13320","3","97","0"
"13340","0","100","0"
"13360","0","100","0"
"13380","0","100","0"
"13400","0","100","0"
"13420","0","100","0"
"13440","0","100","0"
"13460","0","100","0"
"13480","0","100","0"
"13500","0","100","0"
"13520","0","100","0"
"13540","0","100","0"
"13560","0","100","0"
"13580","0","100","0"
"13600","0","100","0"
"13620","0","100","0"
"13640","0","100","0"
"13660","0","100","0"
"13680","0","100","0"
"13700","0","100","0"
"13720","0","100","0"
"13740","0","100","0"
"13760","0","100","0"
"13780","0","100","0"
"13800","0","100","0"
"13820","0","100","0"
"13840","0","100","0"
"13860","0","100","0"
"13880","0","100","0"
"13900","0","100","0"
"13920","0","100","0"
"13940","0","100","0"
"13960","0","100","0"
"13980","0","100","0"
"14000","0","100","0"
"14020","0","100","0"
"14040","0","100","0"
"14060","0","100","0"
"14080","0","100","0"
"14100","0","100","0"
"14120","0","100","0"
"14140","0","100","0"
"14160","0","100","0"
"14180","0","100","0"
"14200","0","100","0"
"14220","1","99","0"
"14240","0","100","0"
"14260","2","98","0"
"14280","0","100","0"
"14300","0","100","0"
"14320","1","99","0"
"14340","0","100","0"
"14360","0","100","0"
"14380","0","100","0"
"14400","0","100","0"
"14420","0","100","0"
"14440","0","100","0"
"14460","0","100","0"
"14480","0","100","0"
"14500","0","100","0"
"14520","0","100","0"
"14540","0","100","0"
"14560","0","100","0"
"14580","0","100","0"
"14600","0","100","0"
"14620","0","100","0"
"14640","0","100","0"
"14660","0","100","0"
"14680","0","100","0"
"14700","0","100","0"
"14720","0","100","0"
"14740","0","100","0"
"14760","0","100","0"
"14780","0","100","0"
"14800","0","99","1"
"14820","0","99","1"
"14840","0","100","0"
"14860","0","100","0"
"14880","0","100","0"
"14900","0","100","0"
"14920","0","100","0"
"14940","0","100","0"
"14960","0","100","0"
"14980","0","100","0"
"15000","0","100","0"
"15020","0","100","0"
"15040","0","100","0"
"15060","1","98","1"
"15080","0","100","0"
"15100","0","100","0"
"15120","0","100","0"
"15140","0","100","0"
"15160","0","100","0"
"15180","0","100","0"
"15200","0","100","0"
"15220","0","100","0"
"15240","0","100","0"
"15260","0","100","0"
"15280","0","100","0"
"15300","0","100","0"
"15320","0","100","0"
"15340","0","100","0"
"15360","0","100","0"
"15380","0","100","0"
"15400","0","100","0"
"15420","0","100","0"
"15440","0","100","0"
"15460","0","100","0"
"15480","0","100","0"
"15500","0","100","0"
"15520","0","100","0"
"15540","0","100","0"
"15560","0","100","0"
"15580","0","99","1"
"15600","0","100","0"
"15620","0","100","0"
"15640","0","100","0"
"15660","0","100","0"
"15680","0","100","0"
"15700","0","100","0"
"15720","0","100","0"
"15740","0","100","0"
"15760","0","100","0"
"15780","0","100","0"
"15800","0","100","0"
"15820","0","100","0"
"15840","0","100","0"
"15860","0","100","0"
"15880","0","100","0"
"15900","0","100","0"
"15920","0","100","0"
"15940","0","100","0"
"15960","0","100","0"
"15980","0","100","0"
"16000","0","100","0"
"16020","0","100","0"
"16040","0","100","0"
"16060","0","100","0"
"16080","0","100","0"
"16100","0","100","0"
"16120","0","100","0"
"16140","0","100","0"
"16160","0","100","0"
"16180","0","100","0"
"16200","0","100","0"
"16220","0","100","0"
"16240","0","100","0"
"16260","0","100","0"
"16280","0","100","0"
"16300","0","100","0"
"16320","0","100","0"
"16340","0","100","0"
"16360","0","100","0"
"16380","0","100","0"
"16400","0","100","0"
"16420","0","100","0"
"16440","0","100","0"
"16460","0","100","0"
"16480","0","100","0"
"16500","0","100","0"
"16520","0","100","0"
"16540","0","100","0"
"16560","0","100","0"
"16580","0","100","0"
"16600","0","100","0"
"16620","0","100","0"
"16640","0","100","0"
"16660","0","100","0"
"16680","0","100","0"
"16700","0","100","0"
"16720","0","100","0"
"16740","0","100","0"
"16760","0","100","0"
"16780","0","100","0"
"16800","0","100","0"
"16820","0","100","0"
"16840","0","100","0"
"16860","0","100","0"
"16880","0","100","0"
"16900","0","100","0"
"16920","0","100","0"
"16940","0","100","0"
"16960","0","99","1"
"16980","0","100","0"
"17000","0","99","1"
"17020","0","100","0"
"17040","0","98","2"
"17060","0","100","0"
"17080","0","100","0"
"17100","0","100","0"
"17120","0","100","0"
"17140","0","100","0"
"17160","0","100","0"
"17180","0","100","0"
"17200","0","100","0"
"17220","0","100","0"
"17240","0","100","0"
"17260","0","100","0"
"17280","0","100","0"
"17300","0","100","0"
"17320","0","100","0"
"17340","0","100","0"
"17360","0","100","0"
"17380","0","100","0"
"17400","0","100","0"
"17420","0","100","0"
"17440","0","100","0"
"17460","0","96","4"
"17480","0","96","4"
"17500","1","95","4"
"17520","1","89","10"
"17540","0","88","12"
"17560","0","95","5"
"17580","0","96","4"
"17600","0","84","16"
"17620","0","93","7"
"17640","0","98","2"
"17660","0","100","0"
"17680","0","100","0"
"17700","0","100","0"
"17720","0","100","0"
"17740","0","100","0"
"17760","0","100","0"
"17780","0","100","0"
"17800","0","100","0"
"17820","0","100","0"
"17840","0","100","0"
"17860","0","100","0"
"17880","0","100","0"
"17900","0","100","0"
"17920","0","100","0"
"17940","0","100","0"
"17960","1","99","0"
"17980","0","100","0"
"18000","0","100","0"
"18020","0","100","0"
"18040","0","100","0"
"18060","0","100","0"
"18080","0","100","0"
"18100","0","100","0"
"18120","0","100","0"
"18140","0","100","0"
"18160","0","100","0"
"18180","0","100","0"
"18200","0","100","0"
"18220","0","100","0"
"18240","0","100","0"
"18260","0","100","0"
"18280","0","100","0"
"18300","0","100","0"
"18320","0","100","0"
"18340","0","100","0"
"18360","1","99","0"
"18380","0","100","0"
"18400","0","100","0"
"18420","0","100","0"
"18440","0","100","0"
"18460","0","100","0"
"18480","0","100","0"
"18500","0","100","0"
"18520","0","100","0"
"18540","0","100","0"
"18560","0","100","0"
"18580","0","100","0"
"18600","1","99","0"
"18620","0","100","0"
"18640","0","100","0"
"18660","0","100","0"
"18680","0","100","0"
"18700","0","100","0"
"18720","0","100","0"
"18740","0","100","0"
"18760","0","100","0"
"18780","0","100","0"
"18800","0","100","0"
"18820","0","100","0"
"18840","0","100","0"
"18860","0","100","0"
"18880","0","100","0"
"18900","0","100","0"
"18920","0","100","0"
"18940","0","100","0"
"18960","0","100","0"
"18980","0","100","0"
"19000","0","100","0"
"19020","0","100","0"
"19040","0","100","0"
"19060","0","100","0"
"19080","0","100","0"
"19100","0","100","0"
"19120","0","100","0"
"19140","0","99","1"
"19160","0","100","0"
"19180","1","98","1"
"19200","0","100","0"
"19220","0","100","0"
"19240","0","100","0"
"19260","0","100","0"
"19280","0","100","0"
"19300","0","100","0"
"19320","0","100","0"
"19340","0","100","0"
"19360","0","100","0"
"19380","0","100","0"
"19400","0","100","0"
"19420","0","100","0"
"19440","0","100","0"
"19460","0","100","0"
"19480","0","100","0"
"19500","0","100","0"
"19520","0","100","0"
"19540","0","100","0"
"19560","0","100","0"
"19580","0","100","0"
"19600","0","99","1"
"19620","0","99","1"
"19640","0","98","2"
"19660","0","97","3"
"19680","0","100","0"
"19700","0","99","1"
"19720","0","100","0"
"19740","0","100","0"
"19760","0","100","0"
"19780","0","100","0"
"19800","0","100","0"
"19820","0","100","0"
"19840","0","100","0"
"19860","0","100","0"
"19880","0","100","0"
"19900","0","100","0"
"19920","0","100","0"
"19940","0","100","0"
"19960","0","100","0"
"19980","0","100","0"
"20000","0","100","0"
"20020","0","100","0"
"20040","0","100","0"
"20060","0","100","0"
"20080","0","100","0"
"20100","0","100","0"
"20120","0","100","0"
"20140","0","100","0"
"20160","0","100","0"
"20180","0","100","0"
"20200","0","100","0"
"20220","0","100","0"
"20240","0","100","0"
"20260","0","100","0"
"20280","0","100","0"
"20300","0","100","0"
"20320","0","100","0"
"20340","0","99","1"
"20360","0","100","0"
"20380","0","100","0"
"20400","0","100","0"
"20420","0","100","0"
"20440","0","100","0"
"20460","0","100","0"
"20480","0","100","0"
"20500","0","100","0"
"20520","0","100","0"
"20540","0","100","0"
"20560","0","100","0"
"20580","0","100","0"
"20600","0","100","0"
"20620","0","100","0"
"20640","0","100","0"
"20660","0","100","0"
"20680","0","100","0"
"20700","0","100","0"
"20720","0","100","0"
"20740","0","100","0"
"20760","0","100","0"
"20780","0","100","0"
"20800","0","100","0"
"20820","0","100","0"
"20840","0","100","0"
"20860","0","100","0"
"20880","0","100","0"
"20900","0","100","0"
"20920","0","100","0"
"20940","0","100","0"
"20960","2","92","6"
"20980","0","100","0"
"21000","0","100","0"
"21020","0","99","1"
"21040","1","93","6"
"21060","2","95","3"
"21080","1","91","8"
"21100","0","99","1"
"21120","1","98","1"
"21140","0","100","0"
"21160","0","100","0"
"21180","0","100","0"
"21200","0","100","0"
"21220","0","100","0"
"21240","0","100","0"
"21260","0","100","0"
"21280","0","100","0"
"21300","0","100","0"
"21320","0","100","0"
"21340","0","100","0"
"21360","0","100","0"
"21380","0","100","0"
"21400","0","100","0"
"21420","0","100","0"
"21440","0","100","0"
"21460","0","100","0"
"21480","2","98","0"
"21500","3","97","0"
"21520","1","99","0"
"21540","5","95","0"
"21560","1","99","0"
"21580","3","97","0"
"21600","1","99","0"
"21620","4","96","0"
"21640","5","94","1"
"21660","16","81","3"
"21680","17","81","2"
"21700","21","79","0"
"21720","24","74","2"
"21740","18","78","4"
"21760","56","22","22"
"21780","37","19","44"
"21800","53","20","27"
"21820","30","21","49"
"21840","45","17","38"
"21860","47","30","23"
"21880","61","20","19"
"21900","36","44","20"
"21920","14","38","48"
"21940","23","42","35"
"21960","9","47","44"
"21980","24","42","34"
"22000","11","43","46"
"22020","18","62","20"
"22040","18","57","25"
"22060","20","42","38"
"22080","4","59","37"
"22100","19","54","27"
"22120","14","80","6"
"22140","36","59","5"
"22160","22","74","4"
"22180","11","87","2"
"22200","30","68","2"
"22220","48","45","7"
"22240","18","81","1"
"22260","7","90","3"
"22280","10","88","2"
"22300","4","95","1"
"22320","22","48","30"
"22340","10","69","21"
"22360","3","79","18"
"22380","0","92","8"
"22400","0","99","1"
"22420","1","98","1"
"22440","1","93","6"
"22460","4","93","3"
"22480","3","97","0"
"22500","16","84","0"
"22520","5","95","0"
"22540","6","94","0"
"22560","2","98","0"
"22580","4","84","12"
"22600","24","59","17"
"22620","27","57","16"
"22640","34","59","7"
"22660","30","58","12"
"22680","25","34","41"
"22700","22","22","56"
"22720","20","9","71"
"22740","16","11","73"
"22760","45","12","43"
"22780","38","42","20"
"22800","12","76","12"
"22820","5","85","10"
"22840","1","98","1"
"22860","1","97","2"
"22880","0","100","0"
"22900","0","100","0"
"22920","0","100","0"
"22940","0","100","0"
"22960","0","100","0"
"22980","0","100","0"
"23000","2","98","0"
"23020","1","99","0"
"23040","2","98","0"
"23060","1","99","0"
"23080","8","92","0"
"23100","1","99","0"
"23120","0","100","0"
"23140","1","99","0"
"23160","0","100","0"
"23180","0","100","0"
"23200","0","100","0"
