CenterPos,Eidolon_helvum,HKU9,Alternate,Alternate_ID,Query
1881,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
1901,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
1921,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
1941,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
1961,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
1981,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2001,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2021,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2041,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2061,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2081,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2101,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2121,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2141,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2161,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2181,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2201,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2221,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2241,0.99,0.72,0.5,Pteropus_rufus,R_madagascariensis
2261,1,0.94,0.72,Pteropus_rufus,R_madagascariensis
2281,1,0.93,0.76,Pteropus_rufus,R_madagascariensis
2301,1,0.93,0.8,Pteropus_rufus,R_madagascariensis
2321,1,0.91,0.78,Pteropus_rufus,R_madagascariensis
2341,1,0.9,0.74,Pteropus_rufus,R_madagascariensis
2361,1,0.85,0.69,Pteropus_rufus,R_madagascariensis
2381,1,0.84,0.73,Pteropus_rufus,R_madagascariensis
2401,1,0.84,0.7,Pteropus_rufus,R_madagascariensis
2421,1,0.83,0.68,Pteropus_rufus,R_madagascariensis
2441,1,0.81,0.68,Pteropus_rufus,R_madagascariensis
2461,1,0.78,0.69,Pteropus_rufus,R_madagascariensis
2481,1,0.79,0.71,Pteropus_rufus,R_madagascariensis
2501,1,0.77,0.68,Pteropus_rufus,R_madagascariensis
2521,1,0.74,0.68,Pteropus_rufus,R_madagascariensis
2541,1,0.75,0.71,Pteropus_rufus,R_madagascariensis
2561,1,0.82,0.77,Pteropus_rufus,R_madagascariensis
2581,0.99,0.8,0.74,Pteropus_rufus,R_madagascariensis
2601,0.99,0.82,0.76,Pteropus_rufus,R_madagascariensis
2621,0.99,0.81,0.77,Pteropus_rufus,R_madagascariensis
2641,0.97,0.77,0.8,Pteropus_rufus,R_madagascariensis
2661,0.97,0.74,0.82,Pteropus_rufus,R_madagascariensis
2681,0.97,0.74,0.78,Pteropus_rufus,R_madagascariensis
2701,0.97,0.69,0.75,Pteropus_rufus,R_madagascariensis
2721,0.96,0.73,0.74,Pteropus_rufus,R_madagascariensis
2741,0.96,0.71,0.69,Pteropus_rufus,R_madagascariensis
2761,0.96,0.64,0.62,Pteropus_rufus,R_madagascariensis
2781,0.97,0.65,0.63,Pteropus_rufus,R_madagascariensis
2801,0.97,0.68,0.66,Pteropus_rufus,R_madagascariensis
2821,0.97,0.69,0.64,Pteropus_rufus,R_madagascariensis
2841,0.99,0.74,0.62,Pteropus_rufus,R_madagascariensis
2861,0.99,0.73,0.6,Pteropus_rufus,R_madagascariensis
2881,0.99,0.74,0.63,Pteropus_rufus,R_madagascariensis
2901,0.99,0.74,0.62,Pteropus_rufus,R_madagascariensis
2921,0.99,0.74,0.62,Pteropus_rufus,R_madagascariensis
2941,0.99,0.74,0.62,Pteropus_rufus,R_madagascariensis
2961,0.99,0.74,0.62,Pteropus_rufus,R_madagascariensis
2981,0.99,0.74,0.62,Pteropus_rufus,R_madagascariensis
3001,0.99,0.74,0.62,Pteropus_rufus,R_madagascariensis
3021,0.99,0.74,0.62,Pteropus_rufus,R_madagascariensis
3041,1,0.76,0.68,Pteropus_rufus,R_madagascariensis
3061,1,0.8,0.7,Pteropus_rufus,R_madagascariensis
3081,1,0.72,0.7,Pteropus_rufus,R_madagascariensis
3101,1,0.78,0.75,Pteropus_rufus,R_madagascariensis
3121,1,0.8,0.82,Pteropus_rufus,R_madagascariensis
3141,1,0.81,0.79,Pteropus_rufus,R_madagascariensis
3161,1,0.8,0.82,Pteropus_rufus,R_madagascariensis
3181,1,0.81,0.81,Pteropus_rufus,R_madagascariensis
3201,1,0.82,0.85,Pteropus_rufus,R_madagascariensis
3221,1,0.85,0.82,Pteropus_rufus,R_madagascariensis
3241,1,0.85,0.8,Pteropus_rufus,R_madagascariensis
3261,1,0.87,0.82,Pteropus_rufus,R_madagascariensis
3281,1,0.92,0.84,Pteropus_rufus,R_madagascariensis
3301,1,0.89,0.8,Pteropus_rufus,R_madagascariensis
3321,1,0.84,0.73,Pteropus_rufus,R_madagascariensis
3341,1,0.83,0.74,Pteropus_rufus,R_madagascariensis
3361,1,0.79,0.67,Pteropus_rufus,R_madagascariensis
3381,1,0.8,0.72,Pteropus_rufus,R_madagascariensis
3401,1,0.76,0.67,Pteropus_rufus,R_madagascariensis
3421,1,0.76,0.67,Pteropus_rufus,R_madagascariensis
3441,1,0.76,0.67,Pteropus_rufus,R_madagascariensis
3461,1,0.76,0.67,Pteropus_rufus,R_madagascariensis
3481,1,0.76,0.67,Pteropus_rufus,R_madagascariensis
3501,1,0.76,0.67,Pteropus_rufus,R_madagascariensis
3521,1,0.76,0.67,Pteropus_rufus,R_madagascariensis
3541,1,0.76,0.67,Pteropus_rufus,R_madagascariensis
3561,1,0.76,0.67,Pteropus_rufus,R_madagascariensis
3581,1,0.76,0.67,Pteropus_rufus,R_madagascariensis
3601,1,0.76,0.67,Pteropus_rufus,R_madagascariensis
3621,0.97,0.63,0.47,Pteropus_rufus,R_madagascariensis
3641,0.99,0.67,0.59,Pteropus_rufus,R_madagascariensis
3661,0.99,0.77,0.7,Pteropus_rufus,R_madagascariensis
3681,0.99,0.81,0.68,Pteropus_rufus,R_madagascariensis
3701,0.99,0.84,0.69,Pteropus_rufus,R_madagascariensis
3721,0.99,0.86,0.68,Pteropus_rufus,R_madagascariensis
3741,1,0.94,0.78,Pteropus_rufus,R_madagascariensis
3761,1,0.9,0.72,Pteropus_rufus,R_madagascariensis
3781,1,0.92,0.7,Pteropus_rufus,R_madagascariensis
3801,1,0.94,0.72,Pteropus_rufus,R_madagascariensis
3821,1,0.93,0.76,Pteropus_rufus,R_madagascariensis
3841,1,0.92,0.73,Pteropus_rufus,R_madagascariensis
3861,1,0.92,0.71,Pteropus_rufus,R_madagascariensis
3881,1,0.92,0.74,Pteropus_rufus,R_madagascariensis
3901,1,0.9,0.74,Pteropus_rufus,R_madagascariensis
3921,1,0.88,0.71,Pteropus_rufus,R_madagascariensis
3941,1,0.88,0.68,Pteropus_rufus,R_madagascariensis
3961,1,0.91,0.7,Pteropus_rufus,R_madagascariensis
3981,1,0.88,0.65,Pteropus_rufus,R_madagascariensis
4001,1,0.83,0.66,Pteropus_rufus,R_madagascariensis
4021,1,0.82,0.65,Pteropus_rufus,R_madagascariensis
4041,1,0.82,0.69,Pteropus_rufus,R_madagascariensis
4061,1,0.83,0.71,Pteropus_rufus,R_madagascariensis
4081,1,0.81,0.69,Pteropus_rufus,R_madagascariensis
4101,1,0.82,0.74,Pteropus_rufus,R_madagascariensis
4121,1,0.87,0.78,Pteropus_rufus,R_madagascariensis
4141,1,0.88,0.82,Pteropus_rufus,R_madagascariensis
4161,1,0.88,0.84,Pteropus_rufus,R_madagascariensis
4181,1,0.91,0.88,Pteropus_rufus,R_madagascariensis
4201,1,0.94,0.88,Pteropus_rufus,R_madagascariensis
4221,1,0.95,0.87,Pteropus_rufus,R_madagascariensis
4241,1,0.96,0.85,Pteropus_rufus,R_madagascariensis
4261,1,0.96,0.87,Pteropus_rufus,R_madagascariensis
4281,1,0.99,0.9,Pteropus_rufus,R_madagascariensis
4301,1,0.99,0.9,Pteropus_rufus,R_madagascariensis
4321,1,0.96,0.91,Pteropus_rufus,R_madagascariensis
4341,1,0.95,0.87,Pteropus_rufus,R_madagascariensis
4361,1,0.95,0.85,Pteropus_rufus,R_madagascariensis
4381,1,0.95,0.88,Pteropus_rufus,R_madagascariensis
4401,1,0.97,0.88,Pteropus_rufus,R_madagascariensis
4421,1,0.97,0.9,Pteropus_rufus,R_madagascariensis
4441,1,0.97,0.9,Pteropus_rufus,R_madagascariensis
4461,1,0.96,0.85,Pteropus_rufus,R_madagascariensis
4481,1,0.96,0.85,Pteropus_rufus,R_madagascariensis
4501,1,0.94,0.84,Pteropus_rufus,R_madagascariensis
4521,1,0.97,0.86,Pteropus_rufus,R_madagascariensis
4541,1,0.97,0.89,Pteropus_rufus,R_madagascariensis
4561,1,0.97,0.93,Pteropus_rufus,R_madagascariensis
4581,1,0.96,0.93,Pteropus_rufus,R_madagascariensis
4601,1,0.96,0.93,Pteropus_rufus,R_madagascariensis
4621,1,0.96,0.93,Pteropus_rufus,R_madagascariensis
4641,1,0.95,0.95,Pteropus_rufus,R_madagascariensis
4661,1,0.95,0.99,Pteropus_rufus,R_madagascariensis
4681,1,0.95,0.97,Pteropus_rufus,R_madagascariensis
4701,1,0.96,0.97,Pteropus_rufus,R_madagascariensis
4721,1,0.96,0.97,Pteropus_rufus,R_madagascariensis
4741,1,0.96,0.97,Pteropus_rufus,R_madagascariensis
4761,1,0.96,0.98,Pteropus_rufus,R_madagascariensis
4781,1,0.98,0.96,Pteropus_rufus,R_madagascariensis
4801,1,0.98,0.95,Pteropus_rufus,R_madagascariensis
4821,1,0.98,0.95,Pteropus_rufus,R_madagascariensis
4841,1,0.99,0.95,Pteropus_rufus,R_madagascariensis
4861,1,0.98,0.95,Pteropus_rufus,R_madagascariensis
4881,1,0.98,0.97,Pteropus_rufus,R_madagascariensis
4901,1,0.98,0.97,Pteropus_rufus,R_madagascariensis
4921,1,0.98,0.96,Pteropus_rufus,R_madagascariensis
4941,1,0.97,0.93,Pteropus_rufus,R_madagascariensis
4961,1,0.97,0.92,Pteropus_rufus,R_madagascariensis
4981,1,0.95,0.9,Pteropus_rufus,R_madagascariensis
5001,1,0.94,0.91,Pteropus_rufus,R_madagascariensis
5021,1,0.93,0.91,Pteropus_rufus,R_madagascariensis
5041,1,0.93,0.91,Pteropus_rufus,R_madagascariensis
5061,1,0.96,0.9,Pteropus_rufus,R_madagascariensis
5081,1,0.96,0.88,Pteropus_rufus,R_madagascariensis
5101,1,0.94,0.87,Pteropus_rufus,R_madagascariensis
5121,1,0.94,0.87,Pteropus_rufus,R_madagascariensis
5141,1,0.93,0.86,Pteropus_rufus,R_madagascariensis
5161,1,0.92,0.89,Pteropus_rufus,R_madagascariensis
5181,1,0.93,0.92,Pteropus_rufus,R_madagascariensis
5201,1,0.94,0.91,Pteropus_rufus,R_madagascariensis
5221,1,0.94,0.88,Pteropus_rufus,R_madagascariensis
5241,1,0.94,0.88,Pteropus_rufus,R_madagascariensis
5261,1,0.93,0.84,Pteropus_rufus,R_madagascariensis
5281,1,0.93,0.86,Pteropus_rufus,R_madagascariensis
5301,1,0.94,0.88,Pteropus_rufus,R_madagascariensis
5321,1,0.94,0.86,Pteropus_rufus,R_madagascariensis
5341,1,0.94,0.87,Pteropus_rufus,R_madagascariensis
5361,1,0.95,0.85,Pteropus_rufus,R_madagascariensis
5381,1,0.95,0.83,Pteropus_rufus,R_madagascariensis
5401,1,0.94,0.8,Pteropus_rufus,R_madagascariensis
5421,1,0.95,0.84,Pteropus_rufus,R_madagascariensis
5441,1,0.94,0.83,Pteropus_rufus,R_madagascariensis
5461,1,0.95,0.88,Pteropus_rufus,R_madagascariensis
5481,1,0.95,0.87,Pteropus_rufus,R_madagascariensis
5501,1,0.93,0.85,Pteropus_rufus,R_madagascariensis
5521,1,0.93,0.88,Pteropus_rufus,R_madagascariensis
5541,1,0.96,0.89,Pteropus_rufus,R_madagascariensis
5561,1,0.96,0.89,Pteropus_rufus,R_madagascariensis
5581,1,0.96,0.87,Pteropus_rufus,R_madagascariensis
5601,1,0.97,0.9,Pteropus_rufus,R_madagascariensis
5621,1,0.97,0.89,Pteropus_rufus,R_madagascariensis
5641,1,0.96,0.89,Pteropus_rufus,R_madagascariensis
5661,1,0.96,0.87,Pteropus_rufus,R_madagascariensis
5681,1,0.96,0.86,Pteropus_rufus,R_madagascariensis
5701,1,0.96,0.89,Pteropus_rufus,R_madagascariensis
5721,1,0.96,0.87,Pteropus_rufus,R_madagascariensis
5741,1,0.96,0.87,Pteropus_rufus,R_madagascariensis
5761,1,0.93,0.89,Pteropus_rufus,R_madagascariensis
5781,1,0.93,0.91,Pteropus_rufus,R_madagascariensis
5801,1,0.94,0.91,Pteropus_rufus,R_madagascariensis
5821,1,0.94,0.92,Pteropus_rufus,R_madagascariensis
5841,1,0.96,0.93,Pteropus_rufus,R_madagascariensis
5861,1,0.94,0.93,Pteropus_rufus,R_madagascariensis
5881,1,0.93,0.93,Pteropus_rufus,R_madagascariensis
5901,1,0.94,0.92,Pteropus_rufus,R_madagascariensis
5921,1,0.91,0.92,Pteropus_rufus,R_madagascariensis
5941,1,0.92,0.93,Pteropus_rufus,R_madagascariensis
5961,1,0.95,0.92,Pteropus_rufus,R_madagascariensis
5981,1,0.95,0.93,Pteropus_rufus,R_madagascariensis
6001,1,0.94,0.92,Pteropus_rufus,R_madagascariensis
6021,1,0.94,0.93,Pteropus_rufus,R_madagascariensis
6041,1,0.94,0.91,Pteropus_rufus,R_madagascariensis
6061,1,0.95,0.89,Pteropus_rufus,R_madagascariensis
6081,1,0.94,0.89,Pteropus_rufus,R_madagascariensis
6101,1,0.93,0.87,Pteropus_rufus,R_madagascariensis
6121,1,0.96,0.89,Pteropus_rufus,R_madagascariensis
6141,1,0.93,0.88,Pteropus_rufus,R_madagascariensis
6161,1,0.93,0.89,Pteropus_rufus,R_madagascariensis
6181,1,0.93,0.86,Pteropus_rufus,R_madagascariensis
6201,1,0.93,0.81,Pteropus_rufus,R_madagascariensis
6221,1,0.93,0.8,Pteropus_rufus,R_madagascariensis
6241,1,0.91,0.79,Pteropus_rufus,R_madagascariensis
6261,1,0.9,0.82,Pteropus_rufus,R_madagascariensis
6281,1,0.91,0.82,Pteropus_rufus,R_madagascariensis
6301,1,0.91,0.85,Pteropus_rufus,R_madagascariensis
6321,1,0.91,0.83,Pteropus_rufus,R_madagascariensis
6341,1,0.94,0.84,Pteropus_rufus,R_madagascariensis
6361,1,0.94,0.8,Pteropus_rufus,R_madagascariensis
6381,1,0.94,0.83,Pteropus_rufus,R_madagascariensis
6401,1,0.94,0.89,Pteropus_rufus,R_madagascariensis
6421,1,0.9,0.85,Pteropus_rufus,R_madagascariensis
6441,1,0.9,0.88,Pteropus_rufus,R_madagascariensis
6461,1,0.9,0.86,Pteropus_rufus,R_madagascariensis
6481,1,0.89,0.83,Pteropus_rufus,R_madagascariensis
6501,0.99,0.89,0.83,Pteropus_rufus,R_madagascariensis
6521,0.99,0.87,0.85,Pteropus_rufus,R_madagascariensis
6541,0.99,0.81,0.79,Pteropus_rufus,R_madagascariensis
6561,0.99,0.82,0.77,Pteropus_rufus,R_madagascariensis
6581,0.99,0.79,0.71,Pteropus_rufus,R_madagascariensis
6601,0.99,0.82,0.71,Pteropus_rufus,R_madagascariensis
6621,0.99,0.85,0.71,Pteropus_rufus,R_madagascariensis
6641,0.99,0.86,0.7,Pteropus_rufus,R_madagascariensis
6661,0.99,0.88,0.71,Pteropus_rufus,R_madagascariensis
6681,0.99,0.9,0.8,Pteropus_rufus,R_madagascariensis
6701,1,0.9,0.8,Pteropus_rufus,R_madagascariensis
6721,1,0.9,0.77,Pteropus_rufus,R_madagascariensis
6741,1,0.94,0.8,Pteropus_rufus,R_madagascariensis
6761,1,0.92,0.85,Pteropus_rufus,R_madagascariensis
6781,1,0.95,0.9,Pteropus_rufus,R_madagascariensis
6801,1,0.94,0.91,Pteropus_rufus,R_madagascariensis
6821,1,0.93,0.91,Pteropus_rufus,R_madagascariensis
6841,1,0.93,0.9,Pteropus_rufus,R_madagascariensis
6861,1,0.93,0.89,Pteropus_rufus,R_madagascariensis
6881,1,0.93,0.88,Pteropus_rufus,R_madagascariensis
6901,0.99,0.92,0.85,Pteropus_rufus,R_madagascariensis
6921,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
6941,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
6961,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
6981,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7001,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7021,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7041,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7061,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7081,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7101,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7121,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7141,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7161,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7181,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7201,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7221,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7241,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7261,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7281,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7301,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7321,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7341,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7361,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7381,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7401,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7421,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7441,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7461,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7481,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7501,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7521,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7541,0.99,0.94,0.88,Pteropus_rufus,R_madagascariensis
7561,0.66,0.67,0.69,Pteropus_rufus,R_madagascariensis
7581,0.66,0.67,0.69,Pteropus_rufus,R_madagascariensis
7601,0.75,0.73,0.77,Pteropus_rufus,R_madagascariensis
7621,0.75,0.73,0.77,Pteropus_rufus,R_madagascariensis
7641,0.75,0.73,0.77,Pteropus_rufus,R_madagascariensis
7661,0.75,0.73,0.77,Pteropus_rufus,R_madagascariensis
7681,0.75,0.73,0.77,Pteropus_rufus,R_madagascariensis
7701,0.75,0.73,0.77,Pteropus_rufus,R_madagascariensis
7721,0.75,0.73,0.77,Pteropus_rufus,R_madagascariensis
7741,0.75,0.73,0.77,Pteropus_rufus,R_madagascariensis
7761,0.75,0.73,0.77,Pteropus_rufus,R_madagascariensis
7781,0.75,0.73,0.77,Pteropus_rufus,R_madagascariensis
7801,0.75,0.73,0.77,Pteropus_rufus,R_madagascariensis
7821,0.81,0.69,0.68,Pteropus_rufus,R_madagascariensis
7841,0.88,0.68,0.73,Pteropus_rufus,R_madagascariensis
7861,0.9,0.7,0.73,Pteropus_rufus,R_madagascariensis
7881,0.91,0.7,0.73,Pteropus_rufus,R_madagascariensis
7901,0.94,0.73,0.72,Pteropus_rufus,R_madagascariensis
7921,0.96,0.73,0.81,Pteropus_rufus,R_madagascariensis
7941,0.95,0.77,0.84,Pteropus_rufus,R_madagascariensis
7961,0.96,0.77,0.87,Pteropus_rufus,R_madagascariensis
7981,0.96,0.79,0.85,Pteropus_rufus,R_madagascariensis
8001,0.97,0.82,0.87,Pteropus_rufus,R_madagascariensis
8021,0.96,0.83,0.88,Pteropus_rufus,R_madagascariensis
8041,0.96,0.88,0.92,Pteropus_rufus,R_madagascariensis
8061,0.95,0.88,0.91,Pteropus_rufus,R_madagascariensis
8081,0.92,0.88,0.87,Pteropus_rufus,R_madagascariensis
8101,0.91,0.85,0.86,Pteropus_rufus,R_madagascariensis
8121,0.93,0.86,0.83,Pteropus_rufus,R_madagascariensis
8141,0.87,0.79,0.82,Pteropus_rufus,R_madagascariensis
8161,0.87,0.79,0.82,Pteropus_rufus,R_madagascariensis
8181,0.87,0.79,0.82,Pteropus_rufus,R_madagascariensis
8201,0.89,0.77,0.86,Pteropus_rufus,R_madagascariensis
8221,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8241,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8261,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8281,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8301,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8321,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8341,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8361,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8381,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8401,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8421,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8441,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8461,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8481,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8501,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8521,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8541,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8561,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8581,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8601,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8621,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8641,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8661,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8681,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
