CenterPos,HKU9,Eidolon_helvum,Alternative,ID_Alternative,Query
1420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1440,91,8,1,Rousettus_madagascariensis,Pteropus_rufus
1460,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1520,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
1540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1580,97,1,2,Rousettus_madagascariensis,Pteropus_rufus
1600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1680,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
1700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1920,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1960,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
1980,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2000,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
2020,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2060,96,2,2,Rousettus_madagascariensis,Pteropus_rufus
2080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2100,98,1,1,Rousettus_madagascariensis,Pteropus_rufus
2120,98,2,0,Rousettus_madagascariensis,Pteropus_rufus
2140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2160,98,1,1,Rousettus_madagascariensis,Pteropus_rufus
2180,93,5,2,Rousettus_madagascariensis,Pteropus_rufus
2200,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
2220,98,2,0,Rousettus_madagascariensis,Pteropus_rufus
2240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2260,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
2280,92,2,6,Rousettus_madagascariensis,Pteropus_rufus
2300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2340,94,0,6,Rousettus_madagascariensis,Pteropus_rufus
2360,95,0,5,Rousettus_madagascariensis,Pteropus_rufus
2380,98,0,2,Rousettus_madagascariensis,Pteropus_rufus
2400,86,0,14,Rousettus_madagascariensis,Pteropus_rufus
2420,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
2440,97,0,3,Rousettus_madagascariensis,Pteropus_rufus
2460,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
2480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2520,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2580,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
2840,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
2860,98,2,0,Rousettus_madagascariensis,Pteropus_rufus
2880,98,2,0,Rousettus_madagascariensis,Pteropus_rufus
2900,96,2,2,Rousettus_madagascariensis,Pteropus_rufus
2920,97,3,0,Rousettus_madagascariensis,Pteropus_rufus
2940,97,3,0,Rousettus_madagascariensis,Pteropus_rufus
2960,97,3,0,Rousettus_madagascariensis,Pteropus_rufus
2980,98,1,1,Rousettus_madagascariensis,Pteropus_rufus
3000,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3020,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3040,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
3060,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3080,97,1,2,Rousettus_madagascariensis,Pteropus_rufus
3100,96,1,3,Rousettus_madagascariensis,Pteropus_rufus
3120,89,4,7,Rousettus_madagascariensis,Pteropus_rufus
3140,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
3160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3440,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3460,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
3480,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
3500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3520,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
3540,98,1,1,Rousettus_madagascariensis,Pteropus_rufus
3560,98,0,2,Rousettus_madagascariensis,Pteropus_rufus
3580,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
3600,97,0,3,Rousettus_madagascariensis,Pteropus_rufus
3620,98,0,2,Rousettus_madagascariensis,Pteropus_rufus
3640,96,0,4,Rousettus_madagascariensis,Pteropus_rufus
3660,95,0,5,Rousettus_madagascariensis,Pteropus_rufus
3680,92,1,7,Rousettus_madagascariensis,Pteropus_rufus
3700,96,0,4,Rousettus_madagascariensis,Pteropus_rufus
3720,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
3740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
3900,89,7,4,Rousettus_madagascariensis,Pteropus_rufus
3920,67,30,3,Rousettus_madagascariensis,Pteropus_rufus
3940,53,27,20,Rousettus_madagascariensis,Pteropus_rufus
3960,54,29,17,Rousettus_madagascariensis,Pteropus_rufus
3980,82,13,5,Rousettus_madagascariensis,Pteropus_rufus
4000,74,16,10,Rousettus_madagascariensis,Pteropus_rufus
4020,86,9,5,Rousettus_madagascariensis,Pteropus_rufus
4040,84,12,4,Rousettus_madagascariensis,Pteropus_rufus
4060,98,1,1,Rousettus_madagascariensis,Pteropus_rufus
4080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4100,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4440,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4460,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4500,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
4520,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
4540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4580,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4640,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
4660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4920,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
4940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
4960,98,0,2,Rousettus_madagascariensis,Pteropus_rufus
4980,95,5,0,Rousettus_madagascariensis,Pteropus_rufus
5000,95,5,0,Rousettus_madagascariensis,Pteropus_rufus
5020,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
5040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5060,94,4,2,Rousettus_madagascariensis,Pteropus_rufus
5080,93,7,0,Rousettus_madagascariensis,Pteropus_rufus
5100,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
5120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5220,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
5240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5360,97,3,0,Rousettus_madagascariensis,Pteropus_rufus
5380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5420,98,1,1,Rousettus_madagascariensis,Pteropus_rufus
5440,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
5460,96,2,2,Rousettus_madagascariensis,Pteropus_rufus
5480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5520,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5580,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5920,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5960,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
5980,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6000,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6020,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6060,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6080,94,4,2,Rousettus_madagascariensis,Pteropus_rufus
6100,97,1,2,Rousettus_madagascariensis,Pteropus_rufus
6120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6140,98,0,2,Rousettus_madagascariensis,Pteropus_rufus
6160,98,0,2,Rousettus_madagascariensis,Pteropus_rufus
6180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
6440,97,3,0,Rousettus_madagascariensis,Pteropus_rufus
6460,98,2,0,Rousettus_madagascariensis,Pteropus_rufus
6480,97,3,0,Rousettus_madagascariensis,Pteropus_rufus
6500,94,6,0,Rousettus_madagascariensis,Pteropus_rufus
6520,96,4,0,Rousettus_madagascariensis,Pteropus_rufus
6540,91,9,0,Rousettus_madagascariensis,Pteropus_rufus
6560,97,3,0,Rousettus_madagascariensis,Pteropus_rufus
6580,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
6600,98,2,0,Rousettus_madagascariensis,Pteropus_rufus
6620,98,2,0,Rousettus_madagascariensis,Pteropus_rufus
6640,97,2,1,Rousettus_madagascariensis,Pteropus_rufus
6660,94,3,3,Rousettus_madagascariensis,Pteropus_rufus
6680,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
6700,97,3,0,Rousettus_madagascariensis,Pteropus_rufus
6720,95,4,1,Rousettus_madagascariensis,Pteropus_rufus
6740,96,4,0,Rousettus_madagascariensis,Pteropus_rufus
6760,98,2,0,Rousettus_madagascariensis,Pteropus_rufus
6780,90,8,2,Rousettus_madagascariensis,Pteropus_rufus
6800,87,8,5,Rousettus_madagascariensis,Pteropus_rufus
6820,85,6,9,Rousettus_madagascariensis,Pteropus_rufus
6840,93,2,5,Rousettus_madagascariensis,Pteropus_rufus
6860,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
6880,95,0,5,Rousettus_madagascariensis,Pteropus_rufus
6900,94,0,6,Rousettus_madagascariensis,Pteropus_rufus
6920,87,1,12,Rousettus_madagascariensis,Pteropus_rufus
6940,93,0,7,Rousettus_madagascariensis,Pteropus_rufus
6960,86,0,14,Rousettus_madagascariensis,Pteropus_rufus
6980,94,0,6,Rousettus_madagascariensis,Pteropus_rufus
7000,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
7020,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
7040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7060,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7100,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7440,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7460,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7520,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7580,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7920,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7960,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
7980,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8000,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8020,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8060,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8100,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8380,97,0,3,Rousettus_madagascariensis,Pteropus_rufus
8400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8440,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
8460,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8520,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8580,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
